"CVE","analfabeta","sin_primaria","sin_drenaje","sin_electricidad","sin_agua_entubada","con_hacinamiento","con_piso_tierra","habitantes_5000","salarios_minimos"
20096,7.08,22.6,0.39,0,1.04,37.76,6.04,100,58.05
20097,13.25,42.49,0.23,0.65,0,32.7,43.82,100,82.92
20098,26.32,49.5,0.82,9.36,29.4,56.35,34.72,100,86.29
20099,33.54,50.8,8.63,2.53,11.35,54.55,14.32,100,87.76
20100,35.08,53.92,3.02,2.01,2.01,30.59,18.31,100,81.55
20101,33.46,54.94,1.24,0.97,8.3,38.1,44.4,100,88.38
20102,5.83,17.86,3.25,12.19,21.38,43.11,16.64,100,46.31
20103,11.49,34,1.27,0.91,90.42,47.7,46.13,5.26,67
20104,13.52,38.12,1.92,10.56,17.39,55.13,38.26,100,86.35
20105,17.57,33.12,1.18,3.15,0.82,54.42,28.89,100,95.03
20106,22.37,40.91,2.08,0.69,0,47.25,5.9,100,87.74
20107,6.76,19.79,1.19,2.1,18.81,43.25,19.84,5.86,38.33
20108,14.99,33.76,1.75,11.84,7.44,55.92,54.8,100,84.94
20109,10.05,25.05,2.19,2.03,2.19,41.12,9.73,100,68.41
20110,30.98,45.44,8.92,18.78,43.11,59.64,44.01,100,89.91
20111,27.67,43.23,19.63,3.19,46.56,57.93,13.7,100,86.04
20112,30.81,42.8,2.5,3.25,1.68,39.85,15.91,100,71.51
20113,15.5,44.57,0.85,0.92,36.86,55.36,27.52,100,73.97
20114,22.57,51.96,1.62,0.44,0.59,26.11,26.14,100,89.12
20115,4.76,15.53,0.46,3.25,13.06,30.36,10.01,100,26.29
20116,46.87,64.97,1.21,4.44,14.46,66.03,14.51,100,92.4
20117,21.46,44.87,2.48,14.05,15.07,66.12,29.06,100,77.99
20118,28.47,57.41,4.67,1.79,8.25,47.96,45.21,100,79.23
20119,27.27,43.55,2.51,2.01,1.25,39.26,28.82,100,88.43
20120,14.53,35.14,1.37,0.27,0.55,23.26,33.7,100,78.57
20121,20.33,45.93,1.23,3.08,8.92,35.78,12.46,100,80.51
20122,6.17,28.52,2.07,1.78,0.15,33.33,4.28,100,88.85
20123,15.37,42.59,2.07,2.63,22.95,46.77,20.74,100,79.76
20124,34.38,52.35,14.53,6.63,37.56,62.27,60.48,30.04,65.76
20125,17.62,40.64,9.3,6.84,4.28,58.68,30.6,100,94.68
20126,36.97,55.15,2.71,6.26,3.67,65.66,24.87,100,85.05
20127,26.81,43.89,5.18,24.65,82.34,51.59,32.65,100,79.44
20128,20.41,55.48,1.54,0.41,0,18.95,17.09,100,76.02
20129,2.88,19.75,3.29,3.29,0.3,42.27,6.89,100,66.89
20130,26.29,49.28,18,7.56,31.92,43.69,10.5,100,88.59
20131,24.4,42.9,3.12,5.76,9.91,60.73,36.53,48.01,76.47
20132,8.15,27.94,1.77,2.09,43.29,43.51,21.37,100,44.53
20133,19.38,39.88,2.62,29.11,45.18,48.32,40.27,100,88.43
20134,29.89,52.03,1.8,4.61,50.05,72.07,12.56,77,76.75
20135,11.4,27.8,2.94,3.01,45.3,45.2,15.41,100,62.28
20136,24.25,40.5,0.42,3.99,12.79,42.56,13.18,100,86.55
20137,12.61,35.97,3.26,20.92,37.39,68.96,19.99,100,92.65
20138,17.71,50.86,0.44,0.66,0.22,28.92,31.42,100,79.53
20139,31.57,60.27,1.55,8.95,19.19,67.47,23.29,100,90.2
20140,10.47,28.67,2.42,1.82,0,45.5,18.91,100,79.45
20141,16.79,42.86,10.78,6.51,17.08,49.39,12.44,100,78.62
20142,44.1,68.71,0.26,0.79,9.58,35.69,13.15,100,82.41
20143,16.21,40.98,5.82,4.1,4.1,41.31,9.52,39.64,72
20144,13.48,40.59,2.34,5.52,8.2,40.62,12.43,100,87.17
20145,4.89,16.41,0.44,7.9,63.66,34.58,12.33,100,32.62
20146,27.76,45.98,0.53,6.25,37.98,71.58,32.86,100,77.14
20147,8.33,34.38,1.32,6.37,1.85,35.14,18.25,100,78.81
20148,28.51,58.79,0.51,5.9,1.95,64.43,16.85,100,92.44
20149,19.39,50.8,3.94,10.52,20.12,56.85,57.21,100,74.85
20150,7.14,21.32,3.17,2,18.95,48.46,13.61,10.72,40.18
20151,21.15,44.64,16.24,5.33,1.02,35.71,26.4,100,97.62
20152,34.84,61.74,9.15,2.7,31.64,56.19,22.49,100,93.88
20153,14.89,35.36,6.34,5.06,27.67,62.76,9.11,100,71.06
20154,18.78,51.99,2.26,2.22,18.65,56.38,26.54,100,84.59
20155,17.94,42.86,4.36,13.21,61.6,67.86,51.7,100,81.38
20156,15.7,44.37,1.32,0.49,11.34,34.1,24.28,100,75.81
20157,3.58,10.57,0.19,0.32,7.71,26.5,6.06,0,21.42
20158,23.16,49.97,0.36,4.83,79.07,63.51,27.83,100,83.19
20159,16.44,41.28,2.13,11.58,43.88,71.69,42.88,100,85.31
20160,16.5,42.34,11.68,2.48,6.52,41.06,5.61,100,62.8
20161,11.79,38.71,3.64,6.25,34.42,41.64,30.21,100,83.44
20162,16.85,34.1,5.25,15.8,26.95,72.17,25.22,100,49.2
20163,32.39,53.28,2.51,5.47,32.87,50.81,36.23,100,78.43
20164,29.72,54,3.82,2.17,1.25,48.24,16.8,100,84.97
20165,21.52,40.47,29.18,3.05,3.47,54.29,11.38,100,78.42
20166,17.11,34.39,6.14,3.85,13.86,42.29,10.67,100,67.7
20167,14.33,39.59,0.77,4.43,38.19,59.47,36.25,100,83.25
20168,21.78,43.7,19.16,5.96,5.36,38.96,23.77,100,67.99
20169,27.56,51.81,0.61,9.51,80.52,62.16,47.63,100,84.8
20170,41.65,61.63,3.99,13.23,44.17,60.59,24.26,100,87.5
20171,42.31,63.2,1.57,30.19,82.6,63.23,49.78,100,85.9
20172,9.17,32.38,0.7,3.26,6.51,26.97,8.14,100,87.96
20173,11.47,34.21,1.05,0.99,1.92,33.9,54.98,100,79.39
20174,4.1,15.11,0.14,0.36,3.58,29.47,5.96,100,19.43
20175,21,40.25,0.52,2.61,1.1,49.61,34.28,100,92.25
20176,12.27,37.71,6.48,18.05,37.47,44.04,31.52,100,67.02
20177,13.06,35.06,1.88,1.68,5.81,46.93,24.79,100,71.43
20178,2.74,14.37,0.85,2.05,21.88,37.85,9.99,100,39.75
20179,14.02,40.11,1.37,2.47,1.44,47.11,41.06,100,82.04
20180,20.58,38.9,15.1,1.77,1.76,40.06,18.28,100,74.96
20181,13.62,52.32,13.19,5.52,2.4,30.14,9.83,100,79.05
20182,32.28,52.93,1.33,4.6,14.07,40.13,36.48,100,83.52
20183,23.77,45.93,3.18,1.87,3.46,50,20.07,100,84.35
20184,9.01,25.06,2.45,1.85,11.48,39.73,9.46,34.64,50.03
20185,12.69,29.31,6.48,2.7,12.75,53.21,20.79,100,54.99
20186,21.74,47.34,10.54,1.51,0,33.53,21.24,100,75.43
20187,27.85,51.34,2.25,11.62,34.16,67.16,23.87,100,78.52
20188,25.95,43.47,6.31,11.05,13.51,54.84,37.17,41.43,71.92
20189,21.37,47.89,0.64,39.79,29.63,67.07,33.51,100,92.2
20190,20.88,41.83,1.72,4.63,41.04,46.25,8.65,100,72.05
20191,3.89,31.54,2.5,0.32,1.25,33.68,29.06,100,67.41
20192,3.86,18.76,0.42,0.21,25.73,24.13,6.8,100,48.63
20193,10.53,34.45,1.96,2.91,0.12,47.21,22.31,100,42.93
20194,21.13,52.81,0.74,1.4,0.41,21.11,5.27,100,86.49
20195,38.5,62.56,1.51,5.38,34.16,38.11,17.99,100,82.69
20196,5.03,31.88,0,0.74,0,21.88,21.04,100,76.47
20197,15.33,42.93,9.7,3.59,15.65,43.89,13.92,100,57
20198,35.69,52.83,3.18,4.46,31.36,48.49,4.24,100,80.35
20199,28.85,60.26,26.06,9.01,43.66,48.6,19.15,100,88.7
20200,34.92,54.49,1.33,4.24,1.38,46.29,14.88,100,86.37
20201,16.57,38.49,3.9,2.06,8.07,58.06,53.78,100,88.73
20202,23.38,44.92,1.5,4.07,25.14,66.01,22.1,100,80.03
20203,26.33,46.76,17.55,1.94,99.51,67.99,13.92,100,88.13
20204,8.19,29.33,1.96,4.35,0,36.82,21.46,100,79.75
20205,27.23,57.6,2.65,12.57,31.87,51.42,14.62,100,89.12
20206,15.81,35.95,0.55,1.7,0.09,42.45,26.22,100,76.95
20207,26.23,49.06,2.06,20.88,25.18,56.65,36.91,100,85.63
20208,34.94,51.21,13.41,5.65,18.64,44.62,18.04,100,83.74
20209,37.04,56.9,8.16,5.77,0,51.83,13.92,100,86.31
20210,18.91,37.03,1.33,5.25,17.89,54.53,21.75,100,94.05
20211,24.74,54.16,0.98,9.38,5.19,70.64,26.46,100,94.02
20212,38.54,62.64,0.75,69.45,45.89,68.4,64.65,100,94.68
20213,33.3,54.46,1.89,4.53,9.32,54.06,5.27,100,88.76
20214,29.5,48.53,0.78,5.36,8.52,54.25,39.56,100,88.54
20215,6.46,21.64,0.26,0.26,1.96,43.4,14.4,100,73.94
20216,14.27,36.91,0.08,1.21,1.14,39.08,55.11,100,79.76
20217,15.66,39.44,4.06,28.15,70.23,58.95,21.2,100,90.42
20218,28.86,46.77,1.98,1,0.66,55.48,48,100,98.88
20219,23.38,52.77,12.87,1.86,12.95,36.79,37.83,100,74.66
20220,9.57,48.49,1.26,3.86,9.88,43.22,16.41,100,93.9
20221,10.13,32.07,6.4,4.15,27.44,44.04,26.98,100,76.69
20222,10.31,40.13,1.44,1.19,0.98,48.13,49.12,100,94.35
20223,13.49,42.62,0,0.23,0.22,32.52,28.29,100,93.8
20224,5.76,31.04,1.61,0.88,1.03,34.98,13.91,100,77.96
20225,30.05,46.1,22.18,11.72,53.52,55.34,10.76,100,86.23
20226,17.37,46.8,2.03,5.74,20.09,51.02,12.35,100,82.92
20227,3.58,13.42,1.94,2.54,21.29,34.37,7.35,46.36,30.73
20228,30.79,66.11,0,1.04,11.02,67.26,11.54,100,91.1
20229,37.01,56.61,1.12,4.86,12.51,79.46,32.39,100,93.2
20230,21.33,44.91,3.08,2.58,0.6,35.58,17.87,100,88.07
20231,32.38,50.22,5.73,16.2,65.45,62.91,19.4,100,91.67
20232,20.38,38.56,7.91,8.92,37.13,68.36,53.72,70.77,87.9
20233,35.14,60.91,4.3,1.09,1.15,54.61,32.59,100,84.18
20234,38.63,55.51,1.56,9.28,59.53,61.51,20.11,100,90.86
20235,30.37,52.4,5.64,7.52,71.2,50.9,5.54,100,94
20236,31.74,56.82,0.26,24.47,13.93,69.33,40.47,100,88.25
20237,14.42,38.04,1.64,3.35,0.13,34.31,12.02,100,63.55
20238,13.14,36.38,4.54,3.31,5.64,44.55,21.31,100,73.48
20239,8.83,28.54,2.52,5.43,37.91,38.91,20.95,100,72.84
20240,41.42,52.88,6.64,4.68,48.98,61.04,59.71,100,88.01
20241,23.42,43.3,0.92,0.28,14.39,33.66,39.02,100,72.25
20242,53.04,76.03,28.01,4.8,8.51,71.45,21.56,100,77.06
20243,6.74,28.62,2.42,1.91,22.69,38.79,19.61,100,47.44
20244,13.88,34.59,5.67,1.39,8.18,50.28,7.69,100,77.9
20245,23.77,51.66,6.51,1.42,22.29,43.53,6.89,100,79.19
20246,23.94,46.43,2.74,1.13,0,35.98,36.77,100,90.05
20247,2.19,13.36,0.55,0.95,0,29.97,12.4,100,36.4
20248,24.47,41.96,46.2,19.62,45.3,66.07,72.69,59.77,75.42
20249,24.47,44.25,3.57,4.37,31.37,63.74,20.69,100,80.71
20250,7.73,25.36,2.12,2.88,4.49,47.18,19.98,100,76.38
20251,27.6,58.34,3.22,2.8,14.89,60,13.39,100,94.4
20252,31.99,46.66,7.09,7.12,6.82,55.64,19.19,100,69.96
20253,24.13,52.79,1.04,28.04,56.8,49.25,29.21,100,85.66
20254,17.57,43.36,1.67,22.56,27.36,59.4,32.92,100,76.22
20255,33.62,52.76,1.97,1.97,31.32,65.94,38.06,100,90.98
20256,19.88,45.29,3.9,1.73,0,39.44,5.19,100,76.27
20257,30.91,55.81,9.72,3.5,0.73,31.75,39.32,100,93.52
20258,14.93,39.17,3.36,8.88,2.83,31.8,40.51,100,63.86
20259,44.77,73.37,8.72,2.78,1.96,54.83,15.78,100,87.32
20260,21.26,51.67,1.37,1.49,0.89,58.27,31.99,100,85.52
20261,26.96,46.81,18.99,4.16,36.06,62.89,6.88,100,85.67
20262,5.7,30.98,0.1,0.19,0,35.82,22.35,100,86.27
20263,28.27,51.37,3.51,29.22,41.94,71.73,34.96,100,83.74
20264,26.76,43.96,4.53,11.34,42.58,44.72,28.1,100,82.81
20265,24.52,47.01,13.73,12.83,17.57,51.45,12.12,100,83.62
20266,22.44,47.71,5.92,10.44,19.49,60.54,24.96,100,70.77
20267,2.28,33.33,0.34,0,0,35.71,4.76,100,83.02
20268,15.54,49,0.88,2.01,22.14,46.73,15.87,100,54.58
20269,16.71,26.85,3.2,3.8,3.72,38.94,27.57,100,66.18
20270,29.13,44.58,7.08,20.76,47.64,52.2,32.24,100,94.42
20271,30.7,50.15,7.77,7.38,21.72,73.37,31.62,100,95.09
20272,29.19,51.91,2.13,6.22,2.37,57.14,14.8,3.75,71.91
20273,19.01,38.96,4.95,14.71,41.92,69.03,56.19,100,92.97
20274,13.95,32.89,0.31,8.8,52.49,65.38,79.71,100,98.74
20275,34.3,54.36,1.3,7.32,5.27,38.16,28.31,100,83.58
20276,45.3,70.05,6.87,3.13,10.49,52.68,24.71,100,81.34
20277,19.02,42.59,3.33,13.41,36.67,60.22,59.98,100,83.65
20278,21.82,40.52,5.37,4.47,31.63,54.79,40.27,82.04,73.69
20279,21.07,40.17,2.21,7.07,12.06,71.18,20.58,100,62.01
20280,8.9,35,1.27,0.68,1.77,38.47,23.8,100,78.48
20281,7.97,41.83,1.32,1.3,0,31.31,17.21,100,61.54
20282,13.74,33.03,11.98,15.26,19.29,45.15,26.61,100,93.21
20283,10.46,38.55,6.43,2.9,5.19,43.61,20.06,100,87.1
20284,39.78,68.91,19.56,2.24,8.66,65.45,31.27,100,79.85
20285,19.18,38.76,11.61,1.51,47.24,54,21.78,100,68.65
20286,28.97,50.3,8.58,1.09,9.59,36.98,15.45,100,83.19
20287,21.32,49.63,0.58,3.47,7.51,26.72,7,100,81.65
20288,10.08,43.41,7.2,0.16,1.31,54.82,35.19,100,93.48
20289,25.61,52.06,2.8,1.58,5.07,41.07,17.32,100,62.42
20290,22.52,44.59,6.03,2.08,8.9,36.4,5.74,100,82.86
20291,14.31,44.47,1.27,4.39,23.98,58.76,29.78,100,87.39
20292,14.64,33.97,0,20.58,62.61,73.83,28.46,100,91.49
20293,1.91,8.22,0.35,1.78,8.41,25.1,4.66,50.06,21.62
20294,4.64,19.1,1.17,1.97,36.37,33.15,9.49,12.49,45.39
20295,10.4,30.36,1.66,1.53,2.74,35.12,22.89,2.65,49.06
20296,15.36,44.83,0.97,0.32,0.11,34.49,34.66,100,75.78
20297,30.37,45.89,7.6,14.43,10.45,60.96,43.74,100,91.97
20298,12.01,33.19,3.29,3.57,42.72,48.48,21.63,30.93,62.86
20299,18.3,34.96,1.99,2.09,0,42.41,36.25,100,86.32
20300,25.2,41.83,4.59,3.59,39.54,53.09,12.18,100,79.89
20301,15,40.36,0.92,1.78,99.74,35.73,41.39,100,63.9
20302,29.43,48.38,12.46,6.05,18.97,57.01,7.32,100,89.62
20303,13.54,37.23,1.2,0.77,0,42.49,44.05,100,79.58
20304,15.72,42.64,2.12,1.06,38.25,43.28,47.62,100,91.8
20305,9.27,23.49,0.82,0.74,0.1,25.25,3.08,100,40.4
20306,29.38,56.19,1.1,8.67,26.3,74.87,22.17,100,72.63
20307,17.24,33.62,10.2,5.35,16.97,46.05,11.46,100,62.05
20308,14.17,29.94,10.14,3.75,0.64,58.81,31.79,100,43.37
20309,27.47,47.11,4.23,7.41,43.64,63.43,17.03,100,80.61
20310,9.65,25.33,2.85,9.52,45.26,52.56,16.52,100,44.07
20311,38.81,53.27,0.44,1.54,3.51,24.64,25.11,100,80
20312,23.53,38.96,8.51,5.06,86.02,61.56,40.8,100,75.34
20313,39.14,52.08,0,3.25,2.65,39.58,28.21,100,95.58
20314,11.75,36.91,2.54,2.19,2.42,45.82,15.28,100,69.79
20315,18.2,45.33,7.55,1.14,97.89,45.02,77.39,100,87.57
20316,7.8,39.38,2.69,5.68,0.81,51.89,25.87,100,85
20317,10.19,32.17,2.72,6.3,34.6,43.32,30.52,100,69.4
20318,11.44,27.43,3.31,2.88,7.05,46.59,9.69,26.91,42.62
20319,19.84,41.84,13.74,5.46,1.09,57.19,30.85,100,83.19
20320,22.09,39.88,1.26,2.66,4.08,37.31,31.88,100,57.14
20321,21.56,47.73,10.95,6.05,24.94,46.43,37.35,100,96.07
20322,41.07,67.43,0,1.48,36.32,52.84,9.73,100,91.18
20323,22.02,44.83,0.7,9.85,1.08,63.17,39.77,100,91.53
20324,18.24,35.67,4.66,6.64,23.97,56.44,24.1,68.8,56.02
20325,28.34,46.42,3.9,20.69,12.23,62.47,31.88,100,83.13
20326,27.77,53.67,1.27,4.18,26.29,59.78,8.48,100,91.15
20327,16.67,42.16,5.27,5.35,15.08,47,10.58,46.82,61.18
20328,18.45,51.4,3.67,4.44,42.15,70.27,20.48,100,89.6
20329,17.21,38.39,0.38,7.91,15.47,49.46,54.28,100,89.41
20330,19.15,47.22,0.33,8.42,25.3,56.73,27.34,100,87.27
20331,23.76,51.88,3.13,6.82,0.34,33.98,30.54,100,91.57
20332,10.7,36.79,0.99,0.74,1.49,34.35,20.99,100,84.96
20333,11.7,34.91,3.54,0.9,1.36,38.28,13.17,100,57.36
20334,17.1,40.49,5.06,3.03,49.89,51.64,9.33,70.53,63.86
20335,12.4,50.33,0.1,3.29,39.32,50.36,55.06,100,95.26
20336,22.26,48.44,10.63,11.38,8.65,53.2,34.19,100,86.23
20337,38.84,53.92,7.95,23.97,26.5,43.12,44.63,100,77.71
20338,4.16,14.8,0.26,2.26,17.3,38.1,9.82,21.5,33.37
20339,6.11,24.08,1.73,1.9,11.16,43.39,12.53,100,58.16
20340,13.74,41.83,8.15,5.96,9.97,31.38,21.54,100,86.49
20341,6.29,31.45,0.43,4.55,1.72,35.94,9.05,100,73.21
20342,4.95,21.25,1.06,6.59,6.8,40.88,18.39,100,47.97
20343,5.03,20.03,1.02,0.96,20.83,46.65,25.4,100,72.92
20344,16.23,46.52,0.15,4.03,21.19,59.5,18.89,100,81.26
20345,17.84,37.29,10.69,3.09,37.39,45.2,18.66,100,70.44
20346,22.09,46.44,0.9,0.7,0.07,36.34,27.39,100,80.67
20347,15.87,36.34,0.14,11.24,39.04,72.54,46.17,100,85.03
20348,24.95,47.61,7.53,5.37,10.05,49.07,18.64,100,75.34
20349,17.82,42.55,4.47,4.54,66.01,33.4,16.41,100,44.72
20350,1.25,5.78,0.07,0.05,2.78,18.69,3.02,27.92,26.83
20351,25.72,55.98,3.77,3.02,27.79,41.09,15.48,100,79.49
20352,51.86,67.47,19.58,2.35,17.11,81.25,5.69,100,87.82
20353,17.45,45.36,1.03,5.02,31.25,49.34,18.26,100,78.92
20354,39.43,68.77,0.2,31.76,16.47,49.21,34.12,100,91.78
20355,30.9,56.31,3.93,4.07,21.57,51.71,36.09,100,90.37
20356,9.77,40.23,12.67,1.16,45.28,42.21,14.21,100,71.72
20357,15.01,41.62,2.42,3.63,0.22,38.35,23.68,100,83.01
20358,20.81,48.27,1.84,2.44,25.12,31.75,26.15,100,85.79
20359,21.94,48.74,3.34,0.37,0,24.3,38.79,100,72.86
20360,18.1,37.21,2.95,2.13,30.31,45.52,43.5,100,76.46
20361,15.7,53.03,1.11,3.92,0.44,58.02,32.41,100,89.26
20362,15.41,46.45,0.49,1.28,7.3,40.32,29.53,100,74.76
20363,4.15,28.88,0.3,1.41,5.24,49.02,26.24,100,71.86
20364,22.78,42.38,0.9,3.16,32.76,61.87,31.07,57.72,53.5
20365,5.16,20.32,1.07,3.99,4.68,39.34,42.09,100,87.07
20366,21.12,43.96,1.46,16.76,67.5,67.2,33.95,100,81.52
20367,25.23,43.01,33.44,5.86,43.5,61.37,16.93,100,81.25
20368,15.4,39.43,4.02,1.21,30.4,46.19,19.11,100,65.17
20369,14.02,36.34,1.79,0.92,2.71,30.24,9.54,100,47.78
20370,7.99,24.98,0.44,2.8,9.02,40.1,35.94,100,79.1
20371,27.46,43.08,5.64,12.67,11.91,29.01,30.53,100,83.61
20372,31.6,45.27,2.77,6.32,44.87,42.89,21.78,100,81.49
20373,21.32,48.05,9.6,4.69,3.13,40.15,24.78,100,97.89
20374,37.63,54.42,1.16,13.69,45.7,61.88,29.17,100,88.32
20375,3.52,11.99,0.35,1.21,31.42,34.85,11.73,0,30.82
20376,29.46,50.78,5.77,3.02,0,33.03,15.38,100,72.62
20377,15.1,37.26,2.89,22.02,36.32,62.98,48.92,100,84.2
20378,12.82,35.62,3.72,2.78,22.48,47.4,21.55,100,80.05
20379,20.24,38.13,2.06,3.52,15.15,55.77,62.38,100,90.08
20380,11.03,35.46,1.12,3.41,18.04,49.53,14.98,100,71.33
20381,15.53,38.51,3.96,0.46,0,31.61,3.85,100,76.9
20382,22.78,33.04,3.16,26.5,25.64,57.96,45.73,100,90.95
20383,5.84,26.64,0.99,3.97,4.3,53.59,46.01,100,58.29
20384,25.3,57.61,1.15,1.28,25.55,53.25,16.51,100,90.28
20385,5.23,14.98,0.36,3.06,34.87,34.9,11.16,13.81,27.09
20386,34.61,57.26,0.51,7.04,71.11,67.79,25.26,100,87.09
20387,17.8,40.41,6.96,1.64,13.86,35.19,13.21,100,69.94
20388,22.06,42.88,8.72,11.03,81.29,67.7,15.11,100,86.47
20389,35.38,61.91,3.7,0.77,2.28,47.87,30.65,100,85.03
20390,3.85,11.87,0.09,0.13,9.06,30.38,4.64,7.04,26.28
20391,39.7,64.92,5.69,13.38,26.82,78.89,48.15,100,92.9
20392,25.9,42.88,3.21,17.13,67.17,60.34,37.62,100,84.77
20393,23.17,49.48,1.78,0.95,19,55.74,28.03,100,55.06
20394,22.06,38.75,1.3,2.86,12.29,44.17,13.42,100,85.75
20395,44.7,58.47,8.03,14.9,33.84,43.21,30.73,100,88.14
20396,58.54,73.57,3.62,6.17,27.26,58.03,23.87,100,84.75
20397,10.36,21.38,1.39,2.53,34.21,47.22,25.51,54.38,47.74
20398,24.15,49.58,2.03,2.54,11.08,40.05,19.54,100,75.87
20399,6.5,17.36,0.85,2.63,27.41,42.53,13.02,20.67,37.89
20400,19.39,38.8,7.78,3.31,4.35,35.88,4.78,100,68.32
20401,12.82,30.36,3.1,4.15,25.79,56.04,8.7,56.69,45.54
20402,19.69,38.01,16.13,4.55,1.76,43.13,15.01,100,73.27
20403,5.41,18.58,0.29,4.28,12.66,40.24,8.28,100,29.83
20404,6.65,30.82,0.92,2.62,4.99,34.76,12.86,100,63.32
20405,14.31,41.23,4.3,2.76,1.56,39.54,26.02,100,70.8
20406,37.31,60.15,1.55,15.34,92.35,60.59,41.63,100,88.76
20407,24.74,53.22,5,10.02,39.37,55,19.82,100,84.5
20408,9.14,27.99,3.54,2.75,28.13,46.62,38.13,100,72.48
20409,2.91,10.72,0.17,1.18,6.47,23.45,4.49,6.48,28.44
20410,10.28,32.32,2.83,3.56,19.32,44.41,17.4,100,88.61
20411,5.9,23.99,2.7,0.98,12.38,37.97,6.86,100,65.53
20412,20.1,48.7,15.46,24.28,11.08,61.45,21.87,100,81.61
20413,10.7,23.6,1.16,2.55,13.68,47.44,11.49,41.65,40.49
20414,22.38,39.89,10.84,1.86,50.43,42.83,8.9,100,71.73
20415,23.17,47.09,3.34,4.05,2.99,46.38,11.17,100,75.09
20416,21.59,47.6,0.58,6.01,12.79,37.93,38.18,100,96.17
20417,21.12,40.89,2.89,4.88,15.25,40.32,20.29,100,77.88
20418,13.99,30.7,5.58,5.07,3.08,45.28,17.04,24.33,62.7
20419,4.01,15.06,0,0.52,1.91,33.33,22.97,100,73.06
20420,27.05,41.56,4.3,5.69,0,60.23,26.03,100,90.93
20421,12.34,28.99,5.46,3.12,5.44,44.34,25.46,100,55.77
20422,15.94,35.68,4.12,4.56,12.79,44.78,17.99,100,81.48
20423,12.26,46.46,7.31,9.45,7.82,43.45,41.61,100,80.63
20424,24.7,49.09,1.21,6.17,18.65,67.02,39.23,100,81.82
20425,20.54,48.61,0.54,3.85,17.58,55.82,42.22,100,96.25
20426,24.78,42.89,1.72,15.81,70.28,69.1,25.62,100,89.3
20427,14.89,33.71,5.04,3.31,26.69,45.15,8.22,100,65.56
20428,31.3,46.44,7.51,5.09,0.74,60.61,36.13,100,88.91
20429,25.02,47.37,5.51,4.4,23.69,43.16,41.73,100,90.17
20430,27.64,47.74,3.17,1.59,1.59,34.52,24.21,100,88.54
20431,11.38,27.24,2.6,0.17,11.29,43.75,20.61,100,76.69
20432,16.33,39.05,0,0.1,0,32.52,23.04,100,91.12
20433,40.61,62.59,1.76,8.31,25.41,61.65,24.7,100,82.53
20434,33.91,53.74,1.7,2.24,39.25,62.38,10.81,100,78.62
20435,40.84,54.4,1.91,15.99,21.44,58.09,12.28,100,81.25
20436,31.63,45.32,2.35,2.45,0.27,43.35,7.15,100,95.88
20437,28.17,40.64,4.57,18.72,48.44,52.24,27.21,100,67.73
20438,32.66,58.63,3.62,4.68,10.35,60.7,18.45,100,84.28
20439,23.29,44.29,7.89,7.91,50.3,61.56,35.15,100,68.03
20440,27.95,46.91,1.45,3.13,0,34.42,4.35,100,81.05
20441,30.76,57.4,5.39,3.3,2.88,55.96,2.05,2.16,50.03
20442,16.98,38.11,0,0.85,0,42,25.42,100,90.35
20443,4.71,18.88,0,0.67,1.13,25.18,11.83,100,89.5
20444,9.09,28.13,0,31.81,59.69,49.57,47.49,100,88.89
20445,20.88,34.55,1.35,3.67,9.24,64.37,39.63,100,40.28
20446,15.17,30.63,0.49,1.3,2.84,54.53,6.95,100,87.11
20447,22.04,46.41,3.09,1.97,5.16,51.12,24.53,100,84.01
20448,25.9,46.8,1.19,4.23,8.11,77.22,57.44,100,95.98
20449,16.61,44.28,8.14,2.86,30.57,48.5,23.84,100,83.85
20450,31.86,57.71,0.36,23.57,77.07,74.23,41.72,100,89.82
20451,40.2,57.72,1.9,5,55.8,34.42,20.27,100,94.93
20452,26.7,53.96,3.54,3.02,8.9,48.05,54.26,100,83.12
20453,12.02,29.86,10.53,5.15,7.91,48.32,17.86,100,62.53
20454,25.4,43.47,0.69,15.97,4.06,58.41,7.15,100,85.44
20455,13.84,43.19,23.32,2.94,31.09,58.92,10.73,100,80.43
20456,29.06,49.43,14.41,1.25,1.66,36.49,7.35,100,58.21
20457,16.23,42.26,1.59,41.12,25.18,51.36,29.43,100,91.63
20458,16.09,33.57,0.45,0.45,0.72,30.26,26.19,100,84.19
20459,10.37,34.77,4.79,2.12,9.43,32.77,9.67,100,74.74
20460,20.66,50.63,0.93,9.49,34.91,52.66,25.65,100,86.82
20461,30.21,58,17.92,6,6.68,29.35,39.74,100,93.2
20462,9.82,30.11,5.58,1.16,7.97,39.8,7.93,100,64.38
20463,15.04,47.16,3.77,4.83,24.74,32.73,34.99,100,84.76
20464,12.87,46.2,7.95,6.07,3.97,36.25,27.62,100,85.98
20465,18.05,42.86,4.91,2.93,1.47,52.74,20.73,100,91.41
20466,40.97,57.59,0.9,11.38,35.32,71.19,14.77,100,89.69
20467,18.02,35.78,6.9,2.66,34.48,47.27,18.73,45.02,50.42
20468,24.15,52.14,0.81,4.86,33.93,52.03,23.87,100,84.32
20469,28.65,43.99,22.3,7.26,14.3,57.51,49.09,70.95,72.87
20470,16.84,46.2,8.73,15.34,10.38,47.85,18.77,100,87.03
20471,10.32,40.12,1.41,0,6.1,43.88,51.81,100,90.6
20472,14.2,34.97,6.36,4.47,1,33.09,8.74,100,60.98
